year,AverageTemperature
1932,4.504666666666666
1933,3.6946666666666665
1934,3.611
1935,3.96
1936,2.802416666666667
1937,3.0806666666666667
1938,3.7953333333333332
1939,4.207416666666667
1940,3.600666666666667
1941,3.25775
1942,3.7463333333333333
1943,4.861833333333333
1944,4.0151666666666666
1945,3.20775
1946,4.078416666666667
1947,2.4404166666666667
1948,4.7259166666666665
1949,4.285083333333333
1950,4.079083333333333
1951,4.09075
1952,3.3080833333333333
1953,3.565666666666667
1954,3.463416666666667
1955,4.117249999999999
1956,2.3278333333333334
1957,3.1101666666666667
1958,3.791
1959,4.944833333333333
1960,3.645
1961,4.455500000000001
1962,4.150833333333334
1963,4.145333333333333
1964,3.7343333333333333
1965,2.9152500000000003
1966,3.4649166666666664
1967,4.507416666666667
1968,4.309166666666667
1969,2.30125
1970,3.703666666666667
1971,4.295416666666667
1972,3.543416666666667
1973,3.9499166666666667
1974,3.3335833333333333
1975,5.480416666666667
1976,3.4521666666666664
1977,3.576166666666667
1978,4.0794999999999995
1979,4.301666666666666
1980,3.4356666666666666
1981,4.057916666666666
1982,5.296333333333333
1983,4.46
1984,3.766666666666667
1985,3.6341666666666663
1986,4.189166666666667
1987,3.628166666666667
1988,4.622333333333334
1989,5.358416666666667
1990,5.718166666666667
1991,4.647333333333333
1992,4.609666666666667
1993,4.635916666666667
1994,4.930083333333333
1995,5.449416666666667
1996,4.816083333333333
1997,5.377083333333333
1998,5.699666666666667
1999,4.611916666666667
2000,4.20475
2001,4.460916666666667
2002,5.0834166666666665
2003,5.543916666666667
2004,5.429916666666667
2005,4.293
2006,4.715166666666667
2007,6.236916666666667
2008,5.843333333333333
2009,4.3195
2010,3.85225
2011,4.60025
2012,4.0715
2013,6.120388888888889
1840,12.50875
1841,11.668166666666666
1842,12.541333333333332
1843,12.6565
1844,12.653666666666666
1845,12.620666666666667
1846,13.100583333333333
1847,13.0345
1848,12.5505
1849,12.671000000000001
1850,12.209083333333334
1851,11.9565
1852,12.12875
1853,12.49325
1854,12.918750000000001
1855,12.97775
1856,12.628333333333334
1857,12.692833333333333
1858,12.7685
1859,12.937666666666667
1860,11.873833333333334
1861,12.188416666666667
1862,11.782416666666666
1863,12.786416666666666
1864,12.130916666666666
1865,12.6455
1866,12.726333333333333
1867,13.1625
1868,12.917916666666667
1869,13.319583333333334
1870,12.846916666666667
1871,13.020333333333333
1872,12.893833333333333
1873,12.905083333333334
1874,12.92425
1875,12.832083333333333
1876,13.212333333333333
1877,12.513333333333334
1878,12.610249999999999
1879,12.96175
1880,12.374666666666666
1881,12.682583333333334
1882,12.881416666666667
1883,12.49375
1884,12.000916666666667
1885,12.133750000000001
1886,12.40125
1887,12.553916666666668
1888,12.57575
1889,12.316666666666666
1890,13.2475
1891,13.0345
1892,12.509
1893,12.18875
1894,13.367083333333333
1895,12.17575
1896,12.669166666666666
1897,12.662583333333334
1898,13.645
1899,13.536416666666668
1900,12.975083333333334
1901,12.691833333333333
1902,13.68275
1903,13.097166666666666
1904,12.95925
1905,12.512333333333334
1906,12.45725
1907,12.871666666666666
1908,12.661916666666666
1909,12.699583333333333
1910,12.242583333333332
1911,12.20575
1912,12.422083333333333
1913,12.4985
1914,13.468666666666667
1915,12.617666666666667
1916,12.503333333333334
1917,12.174
1918,12.509833333333333
1919,13.338583333333334
1920,13.442833333333333
1921,12.544166666666666
1922,13.195083333333333
1923,12.690833333333334
1924,13.051666666666666
1925,12.921166666666666
1926,13.153
1927,13.355583333333334
1928,13.3285
1929,13.107916666666666
1930,13.081916666666666
1931,12.730083333333333
1932,13.348083333333333
1933,12.696250000000001
1934,12.583833333333333
1935,13.5945
1936,12.257333333333333
1937,12.963000000000001
1938,13.535333333333334
1939,13.629166666666666
1940,13.517916666666666
1941,13.8435
1942,13.519083333333333
1943,13.415166666666666
1944,13.06625
1945,13.270916666666666
1946,13.77875
1947,12.5425
1948,13.838666666666667
1949,13.735
1950,13.330166666666667
1951,13.3375
1952,13.0155
1953,13.69175
1954,12.718499999999999
1955,13.506833333333333
1956,12.318083333333334
1957,12.51725
1958,13.305916666666667
1959,13.714166666666667
1960,13.632833333333334
1961,14.142833333333334
1962,13.325833333333334
1963,13.013833333333334
1964,12.841333333333333
1965,13.560333333333332
1966,13.614749999999999
1967,13.175833333333333
1968,13.500833333333333
1969,12.269083333333333
1970,12.9295
1971,13.000083333333334
1972,12.885333333333334
1973,13.437583333333334
1974,12.991333333333333
1975,13.712583333333333
1976,12.720416666666667
1977,13.718
1978,13.898083333333332
1979,13.474583333333333
1980,12.829166666666667
1981,13.384083333333333
1982,13.730416666666667
1983,13.815333333333333
1984,12.69725
1985,12.822416666666667
1986,13.248583333333334
1987,13.662
1988,13.524083333333333
1989,13.871583333333334
1990,13.881666666666668
1991,13.362666666666668
1992,13.516416666666666
1993,13.35225
1994,14.462916666666667
1995,13.841916666666666
1996,13.408249999999999
1997,14.207833333333333
1998,14.678333333333333
1999,14.452916666666667
2000,14.065166666666666
2001,14.0945
2002,14.613833333333334
2003,13.566333333333333
2004,14.366
2005,13.828583333333333
2006,14.726583333333334
2007,14.645
2008,13.976
2009,14.201333333333332
2010,13.766333333333334
2011,13.603250000000001
2012,13.724666666666668
2013,15.333055555555555
1841,14.495166666666666
1842,15.0605
1843,15.159916666666668
1844,14.980833333333333
1845,15.0425
1846,15.514416666666667
1847,15.40175
1848,14.708583333333333
1849,15.073083333333333
1850,15.16375
1851,14.882916666666667
1852,15.057083333333333
1853,15.42325
1854,15.584333333333333
1855,15.4095
1856,15.103333333333333
1857,15.466333333333333
1858,15.127583333333334
1859,15.317416666666666
1860,14.702083333333333
1861,14.902166666666666
1862,14.138
1863,14.884166666666667
1864,14.52275
1865,15.352166666666667
1866,15.20575
1867,15.601750000000001
1868,15.516
1869,15.73975
1870,15.589916666666667
1871,15.876416666666668
1872,15.728333333333333
1873,15.4095
1874,15.35675
1875,15.175666666666666
1876,15.28025
1877,15.069083333333333
1878,15.113583333333333
1879,15.719083333333334
1880,14.880833333333333
1881,15.265083333333333
1882,15.16
1883,15.000833333333333
1884,14.5455
1885,14.55675
1886,14.699083333333334
1887,15.2205
1888,15.441
1889,14.995166666666666
1890,15.773083333333334
1891,15.40175
1892,15.089583333333334
1893,14.774666666666667
1894,15.752916666666668
1895,14.893083333333333
1896,15.33925
1897,15.228416666666666
1898,15.926583333333333
1899,15.529583333333335
1900,15.390416666666667
1901,14.982999999999999
1902,15.949166666666667
1903,15.212
1904,15.298916666666667
1905,14.982583333333332
1906,15.02525
1907,15.258583333333332
1908,15.355583333333334
1909,15.47925
1910,14.827916666666667
1911,15.022833333333333
1912,15.217
1913,15.05175
1914,16.13075
1915,15.625416666666666
1916,15.188333333333334
1917,14.845
1918,15.12875
1919,15.601916666666666
1920,15.606083333333334
1921,15.18975
1922,15.716083333333334
1923,15.578333333333333
1924,15.409166666666666
1925,15.428916666666668
1926,15.687000000000001
1927,15.927
1928,15.9025
1929,15.550666666666666
1930,15.517833333333334
1931,15.194666666666667
1932,15.671166666666666
1933,15.426666666666666
1934,15.559000000000001
1935,16.043583333333334
1936,15.051416666666666
1937,15.699583333333333
1938,16.063666666666666
1939,15.791416666666667
1940,15.967916666666666
1941,16.117333333333335
1942,15.900333333333332
1943,15.701500000000001
1944,15.798
1945,15.714500000000001
1946,16.40833333333333
1947,15.71325
1948,16.08525
1949,16.162333333333333
1950,15.965250000000001
1951,15.855833333333333
1952,15.575583333333334
1953,16.672
1954,15.400666666666666
1955,15.678416666666667
1956,15.179916666666667
1957,15.18125
1958,15.683833333333334
1959,16.101666666666667
1960,16.101
1961,16.6915
1962,15.840166666666667
1963,15.857916666666666
1964,16.124416666666665
1965,15.7285
1966,16.145
1967,15.744083333333334
1968,15.863166666666666
1969,15.212583333333333
1970,15.412583333333334
1971,15.765083333333333
1972,15.3235
1973,15.943333333333333
1974,15.560166666666666
1975,16.016416666666668
1976,15.4665
1977,15.70825
1978,16.427333333333333
1979,16.1985
1980,15.166166666666667
1981,15.53025
1982,15.791333333333334
1983,15.865916666666667
1984,15.294333333333332
1985,15.581166666666666
1986,15.591666666666667
1987,15.831833333333332
1988,15.787083333333333
1989,15.8305
1990,16.66325
1991,15.7145
1992,15.832333333333333
1993,15.582666666666666
1994,16.931833333333334
1995,16.07375
1996,15.816
1997,16.41358333333333
1998,17.114333333333335
1999,16.333000000000002
2000,16.479333333333333
2001,16.47233333333333
2002,16.814
2003,16.323416666666667
2004,16.8555
2005,16.408166666666666
2006,17.0185
2007,17.240333333333332
2008,16.33875
2009,16.631583333333335
2010,16.443083333333334
2011,16.218916666666665
2012,16.131
2013,18.854166666666668
1820,10.1794
1821,11.50625
1822,11.50225
1823,10.961333333333332
1824,11.96475
1825,11.734833333333333
1826,11.65225
1827,12.203916666666666
1828,11.42425
1829,11.258166666666666
1830,11.814166666666667
1831,10.57475
1832,10.697833333333334
1833,11.144583333333333
1834,11.52025
1835,10.792583333333333
1836,11.16675
1837,10.925583333333334
1838,-3.8914999999999997
1839,10.627583333333334
1840,11.29475
1841,10.149333333333333
1842,11.310416666666667
1843,11.45275
1844,11.568166666666666
1845,11.431333333333335
1846,11.94575
1847,11.878166666666667
1848,11.556583333333334
1849,11.530916666666666
1850,10.6825
1851,10.435333333333334
1852,10.654916666666667
1853,10.946833333333332
1854,11.595916666666668
1855,11.81925
1856,11.4185
1857,11.295
1858,11.655083333333334
1859,11.7965
1860,10.3965
1861,10.813333333333333
1862,10.620083333333334
1863,11.80875
1864,10.9725
1865,11.2965
1866,11.564583333333333
1867,12.006666666666668
1868,11.664
1869,12.124
1870,11.418833333333334
1871,11.546083333333334
1872,11.385666666666667
1873,11.756833333333333
1874,11.817583333333333
1875,11.7785
1876,12.281583333333334
1877,11.270083333333334
1878,11.381
1879,11.53375
1880,11.141416666666666
1881,11.359583333333333
1882,11.839833333333333
1883,11.24575
1884,10.824083333333334
1885,11.0715
1886,11.405916666666666
1887,11.333583333333333
1888,11.130749999999999
1889,11.089916666666667
1890,11.981083333333332
1891,12.00225
1892,11.20675
1893,10.962833333333334
1894,12.13475
1895,10.861833333333333
1896,11.343916666666667
1897,11.36825
1898,12.488249999999999
1899,12.48325
1900,12.00925
1901,11.713916666666666
1902,12.662
1903,12.121666666666666
1904,11.689916666666667
1905,11.25075
1906,11.32025
1907,11.600583333333333
1908,11.315833333333334
1909,11.14675
1910,11.077166666666667
1911,10.9275
1912,10.954916666666668
1913,11.29425
1914,12.071250000000001
1915,10.98325
1916,11.129166666666666
1917,10.9705
1918,11.208833333333333
1919,11.911333333333333
1920,12.276166666666667
1921,11.852833333333333
1922,11.777166666666666
1923,11.480166666666667
1924,11.736083333333333
1925,11.633416666666667
1926,11.946833333333334
1927,11.997666666666667
1928,11.68525
1929,11.902833333333334
1930,12.005083333333333
1931,11.454
1932,11.963916666666666
1933,11.215583333333333
1934,11.403416666666667
1935,12.37025
1936,11.083666666666666
1937,11.793833333333334
1938,12.14025
1939,12.368833333333333
1940,12.245583333333334
1941,12.393166666666666
1942,12.40725
1943,12.5625
1944,11.945166666666667
1945,12.340666666666667
1946,12.510166666666667
1947,10.827166666666667
1948,12.573833333333333
1949,12.394916666666667
1950,11.903916666666666
1951,12.02075
1952,11.714333333333332
1953,11.955333333333334
1954,11.335083333333333
1955,12.20875
1956,10.844333333333333
1957,11.16225
1958,12.100166666666667
1959,12.3925
1960,12.235916666666666
1961,12.953416666666666
1962,12.235833333333334
1963,12.3605
1964,11.632333333333333
1965,12.358833333333333
1966,11.865833333333333
1967,11.685666666666666
1968,12.127666666666666
1969,10.856333333333334
1970,11.468583333333333
1971,11.859250000000001
1972,11.993500000000001
1973,12.17475
1974,11.794083333333333
1975,12.99325
1976,11.590666666666667
1977,12.33725
1978,12.42225
1979,11.892083333333334
1980,11.854
1981,12.2165
1982,12.744
1983,12.858416666666667
1984,11.704583333333334
1985,11.435666666666666
1986,12.02625
1987,12.3495
1988,12.505916666666666
1989,13.074666666666667
1990,12.716916666666666
1991,12.363333333333333
1992,12.476583333333332
1993,12.46725
1994,13.293166666666666
1995,12.806666666666667
1996,12.305
1997,13.06375
1998,13.545666666666667
1999,13.397333333333334
2000,12.88125
2001,13.061083333333332
2002,13.388083333333332
2003,12.835833333333333
2004,13.288166666666667
2005,12.893833333333333
2006,13.250583333333333
2007,13.696833333333332
2008,13.124
2009,12.96775
2010,12.2495
2011,12.77025
2012,12.292833333333334
2013,14.171166666666666
1841,14.869583333333333
1842,15.427666666666667
1843,15.528833333333333
1844,15.331583333333333
1845,15.426083333333333
1846,15.852416666666667
1847,15.779166666666667
1848,15.021833333333333
1849,15.443416666666666
1850,15.597083333333334
1851,15.222583333333334
1852,15.438333333333333
1853,15.791666666666666
1854,15.9875
1855,15.841333333333333
1856,15.54525
1857,15.927083333333334
1858,15.492
1859,15.640166666666667
1860,15.047666666666666
1861,15.289666666666667
1862,14.4675
1863,15.1975
1864,14.845
1865,15.718083333333334
1866,15.5385
1867,15.94725
1868,15.857333333333333
1869,16.087
1870,15.952416666666666
1871,16.31225
1872,16.1205
1873,15.737166666666667
1874,15.67575
1875,15.467666666666666
1876,15.596
1877,15.434916666666668
1878,15.458833333333335
1879,16.133583333333334
1880,15.282666666666668
1881,15.629083333333334
1882,15.537083333333333
1883,15.41075
1884,14.919333333333332
1885,14.909666666666666
1886,15.058583333333333
1887,15.653833333333333
1888,15.870666666666667
1889,15.3025
1890,16.220916666666668
1891,15.719666666666667
1892,15.427666666666667
1893,15.130416666666667
1894,16.227416666666667
1895,15.265583333333334
1896,15.725916666666667
1897,15.5985
1898,16.330416666666668
1899,15.837916666666667
1900,15.799333333333333
1901,15.258333333333335
1902,16.267666666666667
1903,15.558833333333334
1904,15.63925
1905,15.504
1906,15.499333333333333
1907,15.5725
1908,15.674583333333333
1909,15.841916666666666
1910,15.256833333333333
1911,15.477416666666667
1912,15.607166666666666
1913,15.357333333333333
1914,16.518416666666667
1915,16.107333333333333
1916,15.74975
1917,15.090333333333334
1918,15.551
1919,15.933583333333333
1920,16.020416666666666
1921,15.584333333333333
1922,16.1065
1923,15.772416666666667
1924,15.721583333333333
1925,15.653416666666667
1926,16.043833333333332
1927,16.125083333333333
1928,16.033583333333333
1929,15.958333333333332
1930,16.05975
1931,15.639666666666667
1932,16.041916666666665
1933,15.9105
1934,15.845916666666668
1935,16.3335
1936,15.284666666666666
1937,16.089833333333335
1938,16.323416666666667
1939,16.127583333333334
1940,16.24525
1941,16.391416666666665
1942,16.20991666666667
1943,16.01125
1944,16.1365
1945,15.90875
1946,16.702916666666667
1947,15.873583333333334
1948,16.490583333333333
1949,16.560166666666667
1950,16.39575
1951,16.18091666666667
1952,16.097416666666668
1953,17.0345
1954,15.85225
1955,16.06425
1956,15.611166666666668
1957,15.604
1958,16.066416666666665
1959,16.539416666666668
1960,16.599583333333335
1961,17.019666666666666
1962,16.111583333333332
1963,16.198
1964,16.580083333333334
1965,16.064166666666665
1966,16.50425
1967,16.051
1968,16.132166666666667
1969,15.639333333333333
1970,15.823500000000001
1971,16.2195
1972,15.708833333333333
1973,16.32425
1974,15.926833333333333
1975,16.48475
1976,15.711833333333333
1977,16.16675
1978,16.6665
1979,16.542583333333333
1980,15.574583333333333
1981,15.914833333333334
1982,16.196
1983,16.221333333333334
1984,15.795333333333334
1985,16.036833333333334
1986,15.9355
1987,16.189583333333335
1988,16.173083333333334
1989,16.237833333333334
1990,17.2585
1991,16.137999999999998
1992,16.139083333333332
1993,15.978250000000001
1994,17.341916666666666
1995,16.359833333333334
1996,16.207916666666666
1997,16.75925
1998,17.55725
1999,16.675666666666668
2000,16.904166666666665
2001,16.934333333333335
2002,17.220666666666666
2003,16.742166666666666
2004,17.241
2005,16.747416666666666
2006,17.414416666666668
2007,17.62575
2008,16.724333333333334
2009,17.012
2010,16.748416666666667
2011,16.518
2012,16.4745
2013,18.371833333333335
1829,11.804625
1830,7.1245
1831,6.015
1832,6.063583333333333
1833,6.586416666666667
1834,6.9359166666666665
1835,6.09975
1836,6.514
1837,6.223083333333333
1838,-10.216999999833334
1839,5.908166666666666
1840,6.7924999999999995
1841,5.773916666666667
1842,6.664666666666667
1843,6.939416666666666
1844,6.814333333333333
1845,6.797833333333333
1846,7.2565
1847,7.109583333333333
1848,7.028833333333333
1849,7.032416666666666
1850,5.988916666666666
1851,5.6226666666666665
1852,5.852416666666667
1853,6.1405
1854,7.0635
1855,7.4485
1856,6.838916666666667
1857,6.669083333333333
1858,7.1089166666666666
1859,6.925833333333333
1860,5.797083333333333
1861,6.158916666666666
1862,6.29225
1863,7.290583333333333
1864,6.624833333333333
1865,6.6042499999999995
1866,6.812916666666666
1867,7.149916666666667
1868,7.058666666666666
1869,7.346583333333333
1870,6.6485
1871,6.8075
1872,6.635333333333333
1873,6.529833333333333
1874,7.200333333333333
1875,7.140916666666667
1876,7.397166666666667
1877,6.978416666666666
1878,6.8715
1879,6.993166666666666
1880,6.822083333333333
1881,6.720416666666667
1882,7.1575
1883,6.7757499999999995
1884,5.991333333333333
1885,6.532916666666667
1886,7.040916666666666
1887,6.78725
1888,6.562916666666667
1889,6.387583333333334
1890,7.7212499999999995
1891,7.017333333333334
1892,6.132
1893,6.139083333333334
1894,7.76225
1895,6.217666666666666
1896,6.654333333333334
1897,6.949666666666666
1898,7.937833333333334
1899,7.940166666666666
1900,7.313750000000001
1901,7.03725
1902,7.467499999999999
1903,7.515416666666667
1904,6.99725
1905,7.21025
1906,6.725333333333333
1907,6.987166666666666
1908,6.5945833333333335
1909,6.438583333333334
1910,6.308166666666667
1911,6.485333333333333
1912,6.243083333333334
1913,6.382
1914,7.649333333333333
1915,6.2385
1916,6.719333333333333
1917,6.173583333333333
1918,6.854666666666667
1919,7.2084166666666665
1920,7.621416666666667
1921,7.047083333333333
1922,6.9005833333333335
1923,6.69425
1924,6.947416666666666
1925,7.15
1926,7.180833333333333
1927,7.116
1928,7.0281666666666665
1929,7.10325
1930,7.49475
1931,6.73425
1932,7.5745
1933,6.74875
1934,6.796916666666667
1935,7.8025
1936,6.417666666666666
1937,7.377666666666666
1938,7.5880833333333335
1939,8.04375
1940,7.4857499999999995
1941,7.421250000000001
1942,7.343416666666667
1943,8.113583333333334
1944,7.28075
1945,6.774666666666667
1946,7.72175
1947,5.4479999999999995
1948,7.844833333333334
1949,7.622
1950,7.562749999999999
1951,7.4712499999999995
1952,7.074333333333334
1953,7.07725
1954,7.101333333333334
1955,7.8252500000000005
1956,6.184666666666667
1957,6.577916666666667
1958,7.702416666666666
1959,8.203083333333334
1960,7.719083333333333
1961,8.237833333333333
1962,7.567
1963,7.480416666666667
1964,7.395916666666667
1965,7.27375
1966,7.204083333333333
1967,7.43275
1968,7.571916666666667
1969,6.326583333333333
1970,7.17375
1971,7.281
1972,7.388583333333333
1973,7.906833333333333
1974,7.215333333333334
1975,8.309833333333334
1976,7.014083333333334
1977,7.588416666666666
1978,7.694416666666667
1979,7.8715
1980,6.879333333333333
1981,7.296916666666666
1982,8.2675
1983,8.17225
1984,7.33925
1985,6.937916666666666
1986,7.303166666666667
1987,7.461166666666666
1988,8.109
1989,8.776
1990,8.663333333333334
1991,8.018583333333334
1992,8.15925
1993,7.922916666666667
1994,8.7385
1995,8.252583333333332
1996,7.912333333333334
1997,8.48225
1998,9.175083333333333
1999,8.667083333333334
2000,7.9055
2001,7.9695833333333335
2002,8.643333333333333
2003,8.616916666666667
2004,8.90875
2005,7.7475000000000005
2006,8.523916666666667
2007,9.193249999999999
2008,8.824583333333333
2009,8.266416666666666
2010,7.58625
2011,8.043833333333334
2012,7.53925
2013,10.506444444444444
1841,21.35475
1842,21.72925
1843,21.82375
1844,21.469
1845,21.566833333333335
1846,22.094
1847,21.862416666666668
1848,21.358833333333333
1849,21.684666666666665
1850,21.875666666666667
1851,21.854916666666668
1852,21.894333333333332
1853,22.2155
1854,22.216083333333334
1855,21.8935
1856,21.54225
1857,21.937166666666666
1858,21.670749999999998
1859,21.870166666666666
1860,21.695666666666668
1861,21.652916666666666
1862,20.859750000000002
1863,21.43775
1864,21.246
1865,22.155166666666666
1866,21.842
1867,22.161708333333333
1868,22.158916666666666
1869,22.216583333333332
1870,22.282333333333334
1871,22.337583333333335
1872,22.281
1873,21.903416666666665
1874,22.0415
1875,21.732
1876,21.583
1877,21.982416666666666
1878,22.03275
1879,22.208833333333335
1880,21.540666666666667
1881,21.822416666666665
1882,21.665666666666667
1883,21.6095
1884,21.1615
1885,21.3225
1886,21.158166666666666
1887,21.77775
1888,22.192
1889,21.88875
1890,22.209583333333335
1891,21.828833333333332
1892,21.752833333333335
1893,21.441916666666668
1894,22.003
1895,21.622666666666667
1896,22.039833333333334
1897,22.262333333333334
1898,22.22975
1899,21.729333333333333
1900,22.06525
1901,21.555333333333333
1902,22.16725
1903,21.68325
1904,21.574416666666668
1905,21.980916666666666
1906,22.236416666666667
1907,21.9055
1908,22.05366666666667
1909,22.358
1910,21.926083333333334
1911,22.00175
1912,22.028333333333332
1913,22.05291666666667
1914,22.27875
1915,22.603166666666667
1916,22.271416666666667
1917,21.19483333333333
1918,21.594833333333334
1919,21.976666666666667
1920,22.023666666666667
1921,21.90425
1922,22.109833333333334
1923,21.911
1924,21.90191666666667
1925,21.568916666666667
1926,21.797583333333332
1927,21.692416666666666
1928,22.047333333333334
1929,22.00808333333333
1930,22.43375
1931,22.387833333333333
1932,21.93841666666667
1933,22.241333333333333
1934,21.859666666666666
1935,22.264416666666666
1936,21.97725
1937,22.577166666666667
1938,22.486583333333332
1939,21.878166666666665
1940,21.9865
1941,22.72833333333333
1942,22.56275
1943,22.132916666666667
1944,22.244166666666665
1945,21.956416666666666
1946,22.81875
1947,22.010416666666668
1948,22.5645
1949,22.57125
1950,22.272083333333335
1951,22.5185
1952,22.882083333333334
1953,22.763583333333333
1954,22.944416666666665
1955,22.27475
1956,22.463833333333334
1957,22.404583333333335
1958,22.5515
1959,22.800833333333333
1960,22.7755
1961,22.785
1962,22.2245
1963,22.213916666666666
1964,22.686166666666665
1965,22.375583333333335
1966,22.857333333333333
1967,22.241416666666666
1968,21.93475
1969,22.322666666666667
1970,22.393583333333332
1971,22.270416666666666
1972,22.331083333333332
1973,22.732833333333332
1974,22.468916666666665
1975,22.58716666666667
1976,22.22225
1977,22.945666666666668
1978,22.497
1979,22.6085
1980,22.696583333333333
1981,22.429416666666665
1982,22.467083333333335
1983,22.791333333333334
1984,22.204083333333333
1985,22.452166666666667
1986,22.125833333333333
1987,22.787083333333335
1988,22.678333333333335
1989,22.4985
1990,22.80825
1991,22.9095
1992,22.393083333333333
1993,22.766583333333333
1994,23.121666666666666
1995,22.439416666666666
1996,22.667666666666666
1997,22.857166666666668
1998,23.783916666666666
1999,23.036833333333334
2000,23.095333333333333
2001,23.153416666666665
2002,23.44708333333333
2003,23.222416666666668
2004,22.9305
2005,22.78275
2006,23.378833333333333
2007,23.382416666666668
2008,23.020833333333332
2009,23.135583333333333
2010,23.00241666666667
2011,22.551833333333335
2012,22.815916666666666
2013,23.266166666666667
1820,5.7842
1821,7.6652499999999995
1822,7.666916666666666
1823,7.118166666666666
1824,8.117833333333333
1825,7.888416666666667
1826,7.805583333333333
1827,8.357166666666666
1828,7.578
1829,7.406666666666666
1830,8.009083333333333
1831,6.739583333333334
1832,6.882708333333333
1833,7.304083333333334
1834,7.648
1835,6.9511666666666665
1836,7.334583333333334
1837,7.123833333333333
1838,9.089416666666667
1839,6.889333333333333
1840,7.3652500000000005
1841,6.4662500000000005
1842,7.573916666666666
1843,7.6457500000000005
1844,7.673166666666667
1845,7.528
1846,8.076416666666667
1847,7.904166666666667
1848,7.490916666666667
1849,7.568
1850,7.044333333333333
1851,6.850833333333333
1852,7.00425
1853,7.274166666666667
1854,7.793166666666667
1855,7.862
1856,7.5151666666666666
1857,7.4175
1858,7.754166666666666
1859,7.9584166666666665
1860,6.7411666666666665
1861,7.084333333333333
1862,6.662166666666667
1863,7.877083333333333
1864,7.026999999999999
1865,7.543333333333334
1866,7.794083333333333
1867,8.248666666666667
1868,7.852
1869,8.215166666666667
1870,7.497000000000001
1871,7.800333333333334
1872,7.655
1873,8.099083333333333
1874,8.035666666666668
1875,7.892666666666667
1876,8.135333333333334
1877,7.388083333333333
1878,7.635916666666667
1879,7.802416666666667
1880,7.341833333333334
1881,7.638166666666667
1882,7.9385
1883,7.4205
1884,7.04175
1885,7.175416666666667
1886,7.451333333333333
1887,7.446833333333333
1888,7.3454999999999995
1889,7.291916666666667
1890,8.01325
1891,8.061166666666667
1892,7.34575
1893,7.409416666666667
1894,8.188166666666667
1895,7.183333333333333
1896,7.616499999999999
1897,7.449666666666667
1898,8.2045
1899,8.207666666666666
1900,7.78875
1901,7.8335
1902,8.508666666666667
1903,7.8135
1904,7.692083333333334
1905,7.1474166666666665
1906,7.3581666666666665
1907,7.8020000000000005
1908,7.456333333333333
1909,7.523333333333333
1910,7.108833333333333
1911,7.237416666666666
1912,7.098083333333333
1913,7.62525
1914,8.241333333333333
1915,7.423583333333333
1916,7.4623333333333335
1917,7.363666666666666
1918,7.10125
1919,7.926083333333334
1920,8.32375
1921,7.850583333333334
1922,8.149833333333333
1923,7.841166666666667
1924,8.20125
1925,7.7203333333333335
1926,8.061666666666666
1927,8.179666666666666
1928,8.374166666666667
1929,8.123833333333334
1930,7.983083333333333
1931,7.921333333333333
1932,8.434
1933,8.035666666666668
1934,7.588833333333333
1935,8.286166666666666
1936,7.411083333333334
1937,8.09275
1938,8.366916666666667
1939,8.479166666666666
1940,8.610583333333333
1941,8.859583333333333
1942,8.698333333333334
1943,8.50825
1944,7.6795
1945,8.573500000000001
1946,8.735583333333333
1947,7.676083333333334
1948,8.676333333333334
1949,8.481
1950,8.006416666666667
1951,7.755083333333333
1952,7.764083333333334
1953,8.170333333333334
1954,7.6089166666666666
1955,8.515833333333333
1956,7.337583333333333
1957,7.893583333333333
1958,8.306333333333333
1959,8.403583333333334
1960,8.535333333333334
1961,9.010666666666665
1962,8.0845
1963,8.130416666666667
1964,7.969333333333333
1965,8.626916666666666
1966,8.440166666666666
1967,7.49825
1968,8.072166666666666
1969,7.68
1970,7.775166666666666
1971,7.9712499999999995
1972,8.207166666666666
1973,8.62825
1974,8.032416666666666
1975,8.527583333333332
1976,7.52625
1977,8.39575
1978,8.507083333333334
1979,8.330083333333334
1980,8.070916666666667
1981,8.141333333333334
1982,8.728333333333333
1983,8.34725
1984,7.439166666666667
1985,7.846083333333333
1986,7.9094999999999995
1987,8.907916666666667
1988,8.174166666666666
1989,8.629416666666668
1990,8.8885
1991,8.512083333333333
1992,8.300833333333333
1993,7.9515
1994,9.026166666666667
1995,8.665916666666668
1996,8.144583333333333
1997,9.292
1998,9.837
1999,9.889083333333334
2000,8.934166666666666
2001,9.405166666666666
2002,9.49175
2003,8.582916666666668
2004,9.132
2005,9.082166666666668
2006,9.794333333333332
2007,9.662833333333333
2008,8.799833333333334
2009,9.101333333333333
2010,9.080666666666668
2011,8.643166666666668
2012,8.543000000000001
2013,12.20811111111111
1820,9.7196
1821,11.25825
1822,11.26425
1823,10.725583333333333
1824,11.71375
1825,11.494416666666666
1826,11.411916666666666
1827,11.955416666666666
1828,11.186833333333333
1829,11.0135
1830,11.603666666666667
1831,10.363083333333334
1832,9.997416666666666
1833,10.927166666666666
1834,11.259
1835,10.543833333333334
1836,10.840375
1837,12.710083333333333
1838,-3.029
1839,10.473083333333333
1840,10.994833333333334
1841,10.046833333333334
1842,11.126333333333333
1843,11.220916666666668
1844,11.272583333333333
1845,11.147666666666666
1846,11.682583333333334
1847,11.552666666666667
1848,11.142166666666666
1849,11.203
1850,10.611916666666668
1851,10.409166666666666
1852,10.572916666666666
1853,10.877166666666666
1854,11.39325
1855,11.483333333333333
