year,AverageTemperature,Latitude,Longitude
2006,17.0185,31.35,118.74
2007,17.240333333333332,31.35,118.74
2008,16.33875,31.35,118.74
2009,16.631583333333335,31.35,118.74
2010,16.443083333333334,31.35,118.74
2011,16.218916666666665,31.35,118.74
2012,16.131,31.35,118.74
2013,18.854166666666668,31.35,118.74
1820,10.1794,39.38,116.53
1821,11.50625,39.38,116.53
1822,11.50225,39.38,116.53
1823,10.961333333333332,39.38,116.53
1824,11.96475,39.38,116.53
1825,11.734833333333333,39.38,116.53
1826,11.65225,39.38,116.53
1827,12.203916666666666,39.38,116.53
1828,11.42425,39.38,116.53
1829,11.258166666666666,39.38,116.53
1830,11.814166666666667,39.38,116.53
1831,10.57475,39.38,116.53
1832,10.697833333333334,39.38,116.53
1833,11.144583333333333,39.38,116.53
1834,11.52025,39.38,116.53
1835,10.792583333333333,39.38,116.53
1836,11.16675,39.38,116.53
1837,10.925583333333334,39.38,116.53
1838,-3.8914999999999997,39.38,116.53
1839,10.627583333333334,39.38,116.53
1840,11.29475,39.38,116.53
1841,10.149333333333333,39.38,116.53
1842,11.310416666666667,39.38,116.53
1843,11.45275,39.38,116.53
1844,11.568166666666666,39.38,116.53
1845,11.431333333333335,39.38,116.53
1846,11.94575,39.38,116.53
1847,11.878166666666667,39.38,116.53
1848,11.556583333333334,39.38,116.53
1849,11.530916666666666,39.38,116.53
1850,10.6825,39.38,116.53
1851,10.435333333333334,39.38,116.53
1852,10.654916666666667,39.38,116.53
1853,10.946833333333332,39.38,116.53
1854,11.595916666666668,39.38,116.53
1855,11.81925,39.38,116.53
1856,11.4185,39.38,116.53
1857,11.295,39.38,116.53
1858,11.655083333333334,39.38,116.53
1859,11.7965,39.38,116.53
1860,10.3965,39.38,116.53
1861,10.813333333333333,39.38,116.53
1862,10.620083333333334,39.38,116.53
1863,11.80875,39.38,116.53
1864,10.9725,39.38,116.53
1865,11.2965,39.38,116.53
1866,11.564583333333333,39.38,116.53
1867,12.006666666666668,39.38,116.53
1868,11.664,39.38,116.53
1869,12.124,39.38,116.53
1870,11.418833333333334,39.38,116.53
1871,11.546083333333334,39.38,116.53
1872,11.385666666666667,39.38,116.53
1873,11.756833333333333,39.38,116.53
1874,11.817583333333333,39.38,116.53
1875,11.7785,39.38,116.53
1876,12.281583333333334,39.38,116.53
1877,11.270083333333334,39.38,116.53
1878,11.381,39.38,116.53
1879,11.53375,39.38,116.53
1880,11.141416666666666,39.38,116.53
1881,11.359583333333333,39.38,116.53
1882,11.839833333333333,39.38,116.53
1883,11.24575,39.38,116.53
1884,10.824083333333334,39.38,116.53
1885,11.0715,39.38,116.53
1886,11.405916666666666,39.38,116.53
1887,11.333583333333333,39.38,116.53
1888,11.130749999999999,39.38,116.53
1889,11.089916666666667,39.38,116.53
1890,11.981083333333332,39.38,116.53
1891,12.00225,39.38,116.53
1892,11.20675,39.38,116.53
1893,10.962833333333334,39.38,116.53
1894,12.13475,39.38,116.53
1895,10.861833333333333,39.38,116.53
1896,11.343916666666667,39.38,116.53
1897,11.36825,39.38,116.53
1898,12.488249999999999,39.38,116.53
1899,12.48325,39.38,116.53
1900,12.00925,39.38,116.53
1901,11.713916666666666,39.38,116.53
1902,12.662,39.38,116.53
1903,12.121666666666666,39.38,116.53
1904,11.689916666666667,39.38,116.53
1905,11.25075,39.38,116.53
1906,11.32025,39.38,116.53
1907,11.600583333333333,39.38,116.53
1908,11.315833333333334,39.38,116.53
1909,11.14675,39.38,116.53
1910,11.077166666666667,39.38,116.53
1911,10.9275,39.38,116.53
1912,10.954916666666668,39.38,116.53
1913,11.29425,39.38,116.53
1914,12.071250000000001,39.38,116.53
1915,10.98325,39.38,116.53
1916,11.129166666666666,39.38,116.53
1917,10.9705,39.38,116.53
1918,11.208833333333333,39.38,116.53
1919,11.911333333333333,39.38,116.53
1920,12.276166666666667,39.38,116.53
1921,11.852833333333333,39.38,116.53
1922,11.777166666666666,39.38,116.53
1923,11.480166666666667,39.38,116.53
1924,11.736083333333333,39.38,116.53
1925,11.633416666666667,39.38,116.53
1926,11.946833333333334,39.38,116.53
1927,11.997666666666667,39.38,116.53
1928,11.68525,39.38,116.53
1929,11.902833333333334,39.38,116.53
1930,12.005083333333333,39.38,116.53
1931,11.454,39.38,116.53
1932,11.963916666666666,39.38,116.53
1933,11.215583333333333,39.38,116.53
1934,11.403416666666667,39.38,116.53
1935,12.37025,39.38,116.53
1936,11.083666666666666,39.38,116.53
1937,11.793833333333334,39.38,116.53
1938,12.14025,39.38,116.53
1939,12.368833333333333,39.38,116.53
1940,12.245583333333334,39.38,116.53
1941,12.393166666666666,39.38,116.53
1942,12.40725,39.38,116.53
1943,12.5625,39.38,116.53
1944,11.945166666666667,39.38,116.53
1945,12.340666666666667,39.38,116.53
1946,12.510166666666667,39.38,116.53
1947,10.827166666666667,39.38,116.53
1948,12.573833333333333,39.38,116.53
1949,12.394916666666667,39.38,116.53
1950,11.903916666666666,39.38,116.53
1951,12.02075,39.38,116.53
1952,11.714333333333332,39.38,116.53
1953,11.955333333333334,39.38,116.53
1954,11.335083333333333,39.38,116.53
1955,12.20875,39.38,116.53
1956,10.844333333333333,39.38,116.53
1957,11.16225,39.38,116.53
1958,12.100166666666667,39.38,116.53
1959,12.3925,39.38,116.53
1960,12.235916666666666,39.38,116.53
1961,12.953416666666666,39.38,116.53
1962,12.235833333333334,39.38,116.53
1963,12.3605,39.38,116.53
1964,11.632333333333333,39.38,116.53
1965,12.358833333333333,39.38,116.53
1966,11.865833333333333,39.38,116.53
1967,11.685666666666666,39.38,116.53
1968,12.127666666666666,39.38,116.53
1969,10.856333333333334,39.38,116.53
1970,11.468583333333333,39.38,116.53
1971,11.859250000000001,39.38,116.53
1972,11.993500000000001,39.38,116.53
1973,12.17475,39.38,116.53
1974,11.794083333333333,39.38,116.53
1975,12.99325,39.38,116.53
1976,11.590666666666667,39.38,116.53
1977,12.33725,39.38,116.53
1978,12.42225,39.38,116.53
1979,11.892083333333334,39.38,116.53
1980,11.854,39.38,116.53
1981,12.2165,39.38,116.53
1982,12.744,39.38,116.53
1983,12.858416666666667,39.38,116.53
1984,11.704583333333334,39.38,116.53
1985,11.435666666666666,39.38,116.53
1986,12.02625,39.38,116.53
1987,12.3495,39.38,116.53
1988,12.505916666666666,39.38,116.53
1989,13.074666666666667,39.38,116.53
1990,12.716916666666666,39.38,116.53
1991,12.363333333333333,39.38,116.53
1992,12.476583333333332,39.38,116.53
1993,12.46725,39.38,116.53
1994,13.293166666666666,39.38,116.53
1995,12.806666666666667,39.38,116.53
1996,12.305,39.38,116.53
1997,13.06375,39.38,116.53
1998,13.545666666666667,39.38,116.53
1999,13.397333333333334,39.38,116.53
2000,12.88125,39.38,116.53
2001,13.061083333333332,39.38,116.53
2002,13.388083333333332,39.38,116.53
2003,12.835833333333333,39.38,116.53
2004,13.288166666666667,39.38,116.53
2005,12.893833333333333,39.38,116.53
2006,13.250583333333333,39.38,116.53
2007,13.696833333333332,39.38,116.53
2008,13.124,39.38,116.53
2009,12.96775,39.38,116.53
2010,12.2495,39.38,116.53
2011,12.77025,39.38,116.53
2012,12.292833333333334,39.38,116.53
2013,14.171166666666666,39.38,116.53
1841,14.869583333333333,31.35,120.63
1842,15.427666666666667,31.35,120.63
1843,15.528833333333333,31.35,120.63
1844,15.331583333333333,31.35,120.63
1845,15.426083333333333,31.35,120.63
1846,15.852416666666667,31.35,120.63
1847,15.779166666666667,31.35,120.63
1848,15.021833333333333,31.35,120.63
1849,15.443416666666666,31.35,120.63
1850,15.597083333333334,31.35,120.63
1851,15.222583333333334,31.35,120.63
1852,15.438333333333333,31.35,120.63
1853,15.791666666666666,31.35,120.63
1854,15.9875,31.35,120.63
1855,15.841333333333333,31.35,120.63
1856,15.54525,31.35,120.63
1857,15.927083333333334,31.35,120.63
1858,15.492,31.35,120.63
1859,15.640166666666667,31.35,120.63
1860,15.047666666666666,31.35,120.63
1861,15.289666666666667,31.35,120.63
1862,14.4675,31.35,120.63
1863,15.1975,31.35,120.63
1864,14.845,31.35,120.63
1865,15.718083333333334,31.35,120.63
1866,15.5385,31.35,120.63
1867,15.94725,31.35,120.63
1868,15.857333333333333,31.35,120.63
1869,16.087,31.35,120.63
1870,15.952416666666666,31.35,120.63
1871,16.31225,31.35,120.63
1872,16.1205,31.35,120.63
1873,15.737166666666667,31.35,120.63
1874,15.67575,31.35,120.63
1875,15.467666666666666,31.35,120.63
1876,15.596,31.35,120.63
1877,15.434916666666668,31.35,120.63
1878,15.458833333333335,31.35,120.63
1879,16.133583333333334,31.35,120.63
1880,15.282666666666668,31.35,120.63
1881,15.629083333333334,31.35,120.63
1882,15.537083333333333,31.35,120.63
1883,15.41075,31.35,120.63
1884,14.919333333333332,31.35,120.63
1885,14.909666666666666,31.35,120.63
1886,15.058583333333333,31.35,120.63
1887,15.653833333333333,31.35,120.63
1888,15.870666666666667,31.35,120.63
1889,15.3025,31.35,120.63
1890,16.220916666666668,31.35,120.63
1891,15.719666666666667,31.35,120.63
1892,15.427666666666667,31.35,120.63
1893,15.130416666666667,31.35,120.63
1894,16.227416666666667,31.35,120.63
1895,15.265583333333334,31.35,120.63
1896,15.725916666666667,31.35,120.63
1897,15.5985,31.35,120.63
1898,16.330416666666668,31.35,120.63
1899,15.837916666666667,31.35,120.63
1900,15.799333333333333,31.35,120.63
1901,15.258333333333335,31.35,120.63
1902,16.267666666666667,31.35,120.63
1903,15.558833333333334,31.35,120.63
1904,15.63925,31.35,120.63
1905,15.504,31.35,120.63
1906,15.499333333333333,31.35,120.63
1907,15.5725,31.35,120.63
1908,15.674583333333333,31.35,120.63
1909,15.841916666666666,31.35,120.63
1910,15.256833333333333,31.35,120.63
1911,15.477416666666667,31.35,120.63
1912,15.607166666666666,31.35,120.63
1913,15.357333333333333,31.35,120.63
1914,16.518416666666667,31.35,120.63
1915,16.107333333333333,31.35,120.63
1916,15.74975,31.35,120.63
1917,15.090333333333334,31.35,120.63
1918,15.551,31.35,120.63
1919,15.933583333333333,31.35,120.63
1920,16.020416666666666,31.35,120.63
1921,15.584333333333333,31.35,120.63
1922,16.1065,31.35,120.63
1923,15.772416666666667,31.35,120.63
1924,15.721583333333333,31.35,120.63
1925,15.653416666666667,31.35,120.63
1926,16.043833333333332,31.35,120.63
1927,16.125083333333333,31.35,120.63
1928,16.033583333333333,31.35,120.63
1929,15.958333333333332,31.35,120.63
1930,16.05975,31.35,120.63
1931,15.639666666666667,31.35,120.63
1932,16.041916666666665,31.35,120.63
1933,15.9105,31.35,120.63
1934,15.845916666666668,31.35,120.63
1935,16.3335,31.35,120.63
1936,15.284666666666666,31.35,120.63
1937,16.089833333333335,31.35,120.63
1938,16.323416666666667,31.35,120.63
1939,16.127583333333334,31.35,120.63
1940,16.24525,31.35,120.63
1941,16.391416666666665,31.35,120.63
1942,16.20991666666667,31.35,120.63
1943,16.01125,31.35,120.63
1944,16.1365,31.35,120.63
1945,15.90875,31.35,120.63
1946,16.702916666666667,31.35,120.63
1947,15.873583333333334,31.35,120.63
1948,16.490583333333333,31.35,120.63
1949,16.560166666666667,31.35,120.63
1950,16.39575,31.35,120.63
1951,16.18091666666667,31.35,120.63
1952,16.097416666666668,31.35,120.63
1953,17.0345,31.35,120.63
1954,15.85225,31.35,120.63
1955,16.06425,31.35,120.63
1956,15.611166666666668,31.35,120.63
1957,15.604,31.35,120.63
1958,16.066416666666665,31.35,120.63
1959,16.539416666666668,31.35,120.63
1960,16.599583333333335,31.35,120.63
1961,17.019666666666666,31.35,120.63
1962,16.111583333333332,31.35,120.63
1963,16.198,31.35,120.63
1964,16.580083333333334,31.35,120.63
1965,16.064166666666665,31.35,120.63
1966,16.50425,31.35,120.63
1967,16.051,31.35,120.63
1968,16.132166666666667,31.35,120.63
1969,15.639333333333333,31.35,120.63
1970,15.823500000000001,31.35,120.63
1971,16.2195,31.35,120.63
1972,15.708833333333333,31.35,120.63
1973,16.32425,31.35,120.63
1974,15.926833333333333,31.35,120.63
1975,16.48475,31.35,120.63
1976,15.711833333333333,31.35,120.63
1977,16.16675,31.35,120.63
1978,16.6665,31.35,120.63
1979,16.542583333333333,31.35,120.63
1980,15.574583333333333,31.35,120.63
1981,15.914833333333334,31.35,120.63
1982,16.196,31.35,120.63
1983,16.221333333333334,31.35,120.63
1984,15.795333333333334,31.35,120.63
1985,16.036833333333334,31.35,120.63
1986,15.9355,31.35,120.63
1987,16.189583333333335,31.35,120.63
1988,16.173083333333334,31.35,120.63
1989,16.237833333333334,31.35,120.63
1990,17.2585,31.35,120.63
1991,16.137999999999998,31.35,120.63
1992,16.139083333333332,31.35,120.63
1993,15.978250000000001,31.35,120.63
1994,17.341916666666666,31.35,120.63
1995,16.359833333333334,31.35,120.63
1996,16.207916666666666,31.35,120.63
1997,16.75925,31.35,120.63
1998,17.55725,31.35,120.63
1999,16.675666666666668,31.35,120.63
2000,16.904166666666665,31.35,120.63
2001,16.934333333333335,31.35,120.63
2002,17.220666666666666,31.35,120.63
2003,16.742166666666666,31.35,120.63
2004,17.241,31.35,120.63
2005,16.747416666666666,31.35,120.63
2006,17.414416666666668,31.35,120.63
2007,17.62575,31.35,120.63
2008,16.724333333333334,31.35,120.63
2009,17.012,31.35,120.63
2010,16.748416666666667,31.35,120.63
2011,16.518,31.35,120.63
2012,16.4745,31.35,120.63
2013,18.371833333333335,31.35,120.63
1829,11.804625,40.99,123.55
1830,7.1245,40.99,123.55
1831,6.015,40.99,123.55
1832,6.063583333333333,40.99,123.55
1833,6.586416666666667,40.99,123.55
1834,6.9359166666666665,40.99,123.55
1835,6.09975,40.99,123.55
1836,6.514,40.99,123.55
1837,6.223083333333333,40.99,123.55
1838,-10.216999999833334,40.99,123.55
1839,5.908166666666666,40.99,123.55
1840,6.7924999999999995,40.99,123.55
1841,5.773916666666667,40.99,123.55
1842,6.664666666666667,40.99,123.55
1843,6.939416666666666,40.99,123.55
1844,6.814333333333333,40.99,123.55
1845,6.797833333333333,40.99,123.55
1846,7.2565,40.99,123.55
1847,7.109583333333333,40.99,123.55
1848,7.028833333333333,40.99,123.55
1849,7.032416666666666,40.99,123.55
1850,5.988916666666666,40.99,123.55
1851,5.6226666666666665,40.99,123.55
1852,5.852416666666667,40.99,123.55
1853,6.1405,40.99,123.55
1854,7.0635,40.99,123.55
1855,7.4485,40.99,123.55
1856,6.838916666666667,40.99,123.55
1857,6.669083333333333,40.99,123.55
1858,7.1089166666666666,40.99,123.55
1859,6.925833333333333,40.99,123.55
1860,5.797083333333333,40.99,123.55
1861,6.158916666666666,40.99,123.55
1862,6.29225,40.99,123.55
1863,7.290583333333333,40.99,123.55
1864,6.624833333333333,40.99,123.55
1865,6.6042499999999995,40.99,123.55
1866,6.812916666666666,40.99,123.55
1867,7.149916666666667,40.99,123.55
1868,7.058666666666666,40.99,123.55
1869,7.346583333333333,40.99,123.55
1870,6.6485,40.99,123.55
1871,6.8075,40.99,123.55
1872,6.635333333333333,40.99,123.55
1873,6.529833333333333,40.99,123.55
1874,7.200333333333333,40.99,123.55
1875,7.140916666666667,40.99,123.55
1876,7.397166666666667,40.99,123.55
1877,6.978416666666666,40.99,123.55
1878,6.8715,40.99,123.55
1879,6.993166666666666,40.99,123.55
1880,6.822083333333333,40.99,123.55
1881,6.720416666666667,40.99,123.55
1882,7.1575,40.99,123.55
1883,6.7757499999999995,40.99,123.55
1884,5.991333333333333,40.99,123.55
1885,6.532916666666667,40.99,123.55
1886,7.040916666666666,40.99,123.55
1887,6.78725,40.99,123.55
1888,6.562916666666667,40.99,123.55
1889,6.387583333333334,40.99,123.55
1890,7.7212499999999995,40.99,123.55
1891,7.017333333333334,40.99,123.55
1892,6.132,40.99,123.55
1893,6.139083333333334,40.99,123.55
1894,7.76225,40.99,123.55
1895,6.217666666666666,40.99,123.55
1896,6.654333333333334,40.99,123.55
1897,6.949666666666666,40.99,123.55
1898,7.937833333333334,40.99,123.55
1899,7.940166666666666,40.99,123.55
1900,7.313750000000001,40.99,123.55
1901,7.03725,40.99,123.55
1902,7.467499999999999,40.99,123.55
1903,7.515416666666667,40.99,123.55
1904,6.99725,40.99,123.55
1905,7.21025,40.99,123.55
1906,6.725333333333333,40.99,123.55
1907,6.987166666666666,40.99,123.55
1908,6.5945833333333335,40.99,123.55
1909,6.438583333333334,40.99,123.55
1910,6.308166666666667,40.99,123.55
1911,6.485333333333333,40.99,123.55
1912,6.243083333333334,40.99,123.55
1913,6.382,40.99,123.55
1914,7.649333333333333,40.99,123.55
1915,6.2385,40.99,123.55
1916,6.719333333333333,40.99,123.55
1917,6.173583333333333,40.99,123.55
1918,6.854666666666667,40.99,123.55
1919,7.2084166666666665,40.99,123.55
1920,7.621416666666667,40.99,123.55
1921,7.047083333333333,40.99,123.55
1922,6.9005833333333335,40.99,123.55
1923,6.69425,40.99,123.55
1924,6.947416666666666,40.99,123.55
1925,7.15,40.99,123.55
1926,7.180833333333333,40.99,123.55
1927,7.116,40.99,123.55
1928,7.0281666666666665,40.99,123.55
1929,7.10325,40.99,123.55
1930,7.49475,40.99,123.55
1931,6.73425,40.99,123.55
1932,7.5745,40.99,123.55
1933,6.74875,40.99,123.55
1934,6.796916666666667,40.99,123.55
1935,7.8025,40.99,123.55
1936,6.417666666666666,40.99,123.55
1937,7.377666666666666,40.99,123.55
1938,7.5880833333333335,40.99,123.55
1939,8.04375,40.99,123.55
1940,7.4857499999999995,40.99,123.55
1941,7.421250000000001,40.99,123.55
1942,7.343416666666667,40.99,123.55
1943,8.113583333333334,40.99,123.55
1944,7.28075,40.99,123.55
1945,6.774666666666667,40.99,123.55
1946,7.72175,40.99,123.55
1947,5.4479999999999995,40.99,123.55
1948,7.844833333333334,40.99,123.55
1949,7.622,40.99,123.55
1950,7.562749999999999,40.99,123.55
1951,7.4712499999999995,40.99,123.55
1952,7.074333333333334,40.99,123.55
1953,7.07725,40.99,123.55
1954,7.101333333333334,40.99,123.55
1955,7.8252500000000005,40.99,123.55
1956,6.184666666666667,40.99,123.55
1957,6.577916666666667,40.99,123.55
1958,7.702416666666666,40.99,123.55
1959,8.203083333333334,40.99,123.55
1960,7.719083333333333,40.99,123.55
1961,8.237833333333333,40.99,123.55
1962,7.567,40.99,123.55
1963,7.480416666666667,40.99,123.55
1964,7.395916666666667,40.99,123.55
1965,7.27375,40.99,123.55
1966,7.204083333333333,40.99,123.55
1967,7.43275,40.99,123.55
1968,7.571916666666667,40.99,123.55
1969,6.326583333333333,40.99,123.55
1970,7.17375,40.99,123.55
1971,7.281,40.99,123.55
1972,7.388583333333333,40.99,123.55
1973,7.906833333333333,40.99,123.55
1974,7.215333333333334,40.99,123.55
1975,8.309833333333334,40.99,123.55
1976,7.014083333333334,40.99,123.55
1977,7.588416666666666,40.99,123.55
1978,7.694416666666667,40.99,123.55
1979,7.8715,40.99,123.55
1980,6.879333333333333,40.99,123.55
1981,7.296916666666666,40.99,123.55
1982,8.2675,40.99,123.55
1983,8.17225,40.99,123.55
1984,7.33925,40.99,123.55
1985,6.937916666666666,40.99,123.55
1986,7.303166666666667,40.99,123.55
1987,7.461166666666666,40.99,123.55
1988,8.109,40.99,123.55
1989,8.776,40.99,123.55
1990,8.663333333333334,40.99,123.55
1991,8.018583333333334,40.99,123.55
1992,8.15925,40.99,123.55
1993,7.922916666666667,40.99,123.55
1994,8.7385,40.99,123.55
1995,8.252583333333332,40.99,123.55
1996,7.912333333333334,40.99,123.55
1997,8.48225,40.99,123.55
1998,9.175083333333333,40.99,123.55
1999,8.667083333333334,40.99,123.55
2000,7.9055,40.99,123.55
2001,7.9695833333333335,40.99,123.55
2002,8.643333333333333,40.99,123.55
2003,8.616916666666667,40.99,123.55
2004,8.90875,40.99,123.55
2005,7.7475000000000005,40.99,123.55
2006,8.523916666666667,40.99,123.55
2007,9.193249999999999,40.99,123.55
2008,8.824583333333333,40.99,123.55
2009,8.266416666666666,40.99,123.55
2010,7.58625,40.99,123.55
2011,8.043833333333334,40.99,123.55
2012,7.53925,40.99,123.55
2013,10.506444444444444,40.99,123.55
1841,21.35475,24.92,122.36
1842,21.72925,24.92,122.36
1843,21.82375,24.92,122.36
1844,21.469,24.92,122.36
1845,21.566833333333335,24.92,122.36
1846,22.094,24.92,122.36
1847,21.862416666666668,24.92,122.36
1848,21.358833333333333,24.92,122.36
1849,21.684666666666665,24.92,122.36
1850,21.875666666666667,24.92,122.36
1851,21.854916666666668,24.92,122.36
1852,21.894333333333332,24.92,122.36
1853,22.2155,24.92,122.36
1854,22.216083333333334,24.92,122.36
1855,21.8935,24.92,122.36
1856,21.54225,24.92,122.36
1857,21.937166666666666,24.92,122.36
1858,21.670749999999998,24.92,122.36
1859,21.870166666666666,24.92,122.36
1860,21.695666666666668,24.92,122.36
1861,21.652916666666666,24.92,122.36
1862,20.859750000000002,24.92,122.36
1863,21.43775,24.92,122.36
1864,21.246,24.92,122.36
1865,22.155166666666666,24.92,122.36
1866,21.842,24.92,122.36
1867,22.161708333333333,24.92,122.36
1868,22.158916666666666,24.92,122.36
1869,22.216583333333332,24.92,122.36
1870,22.282333333333334,24.92,122.36
1871,22.337583333333335,24.92,122.36
1872,22.281,24.92,122.36
1873,21.903416666666665,24.92,122.36
1874,22.0415,24.92,122.36
1875,21.732,24.92,122.36
1876,21.583,24.92,122.36
1877,21.982416666666666,24.92,122.36
1878,22.03275,24.92,122.36
1879,22.208833333333335,24.92,122.36
1880,21.540666666666667,24.92,122.36
1881,21.822416666666665,24.92,122.36
1882,21.665666666666667,24.92,122.36
1883,21.6095,24.92,122.36
1884,21.1615,24.92,122.36
1885,21.3225,24.92,122.36
1886,21.158166666666666,24.92,122.36
1887,21.77775,24.92,122.36
1888,22.192,24.92,122.36
1889,21.88875,24.92,122.36
1890,22.209583333333335,24.92,122.36
1891,21.828833333333332,24.92,122.36
1892,21.752833333333335,24.92,122.36
1893,21.441916666666668,24.92,122.36
1894,22.003,24.92,122.36
1895,21.622666666666667,24.92,122.36
1896,22.039833333333334,24.92,122.36
1897,22.262333333333334,24.92,122.36
1898,22.22975,24.92,122.36
1899,21.729333333333333,24.92,122.36
1900,22.06525,24.92,122.36
1901,21.555333333333333,24.92,122.36
1902,22.16725,24.92,122.36
1903,21.68325,24.92,122.36
1904,21.574416666666668,24.92,122.36
1905,21.980916666666666,24.92,122.36
1906,22.236416666666667,24.92,122.36
1907,21.9055,24.92,122.36
1908,22.05366666666667,24.92,122.36
1909,22.358,24.92,122.36
1910,21.926083333333334,24.92,122.36
1911,22.00175,24.92,122.36
1912,22.028333333333332,24.92,122.36
1913,22.05291666666667,24.92,122.36
1914,22.27875,24.92,122.36
1915,22.603166666666667,24.92,122.36
1916,22.271416666666667,24.92,122.36
1917,21.19483333333333,24.92,122.36
1918,21.594833333333334,24.92,122.36
1919,21.976666666666667,24.92,122.36
1920,22.023666666666667,24.92,122.36
1921,21.90425,24.92,122.36
1922,22.109833333333334,24.92,122.36
1923,21.911,24.92,122.36
1924,21.90191666666667,24.92,122.36
1925,21.568916666666667,24.92,122.36
1926,21.797583333333332,24.92,122.36
1927,21.692416666666666,24.92,122.36
1928,22.047333333333334,24.92,122.36
1929,22.00808333333333,24.92,122.36
1930,22.43375,24.92,122.36
1931,22.387833333333333,24.92,122.36
1932,21.93841666666667,24.92,122.36
1933,22.241333333333333,24.92,122.36
1934,21.859666666666666,24.92,122.36
1935,22.264416666666666,24.92,122.36
1936,21.97725,24.92,122.36
1937,22.577166666666667,24.92,122.36
1938,22.486583333333332,24.92,122.36
1939,21.878166666666665,24.92,122.36
1940,21.9865,24.92,122.36
1941,22.72833333333333,24.92,122.36
1942,22.56275,24.92,122.36
1943,22.132916666666667,24.92,122.36
1944,22.244166666666665,24.92,122.36
1945,21.956416666666666,24.92,122.36
1946,22.81875,24.92,122.36
1947,22.010416666666668,24.92,122.36
1948,22.5645,24.92,122.36
1949,22.57125,24.92,122.36
1950,22.272083333333335,24.92,122.36
1951,22.5185,24.92,122.36
1952,22.882083333333334,24.92,122.36
1953,22.763583333333333,24.92,122.36
1954,22.944416666666665,24.92,122.36
1955,22.27475,24.92,122.36
1956,22.463833333333334,24.92,122.36
1957,22.404583333333335,24.92,122.36
1958,22.5515,24.92,122.36
1959,22.800833333333333,24.92,122.36
1960,22.7755,24.92,122.36
1961,22.785,24.92,122.36
1962,22.2245,24.92,122.36
1963,22.213916666666666,24.92,122.36
1964,22.686166666666665,24.92,122.36
1965,22.375583333333335,24.92,122.36
1966,22.857333333333333,24.92,122.36
1967,22.241416666666666,24.92,122.36
1968,21.93475,24.92,122.36
1969,22.322666666666667,24.92,122.36
1970,22.393583333333332,24.92,122.36
1971,22.270416666666666,24.92,122.36
1972,22.331083333333332,24.92,122.36
1973,22.732833333333332,24.92,122.36
1974,22.468916666666665,24.92,122.36
1975,22.58716666666667,24.92,122.36
1976,22.22225,24.92,122.36
1977,22.945666666666668,24.92,122.36
1978,22.497,24.92,122.36
1979,22.6085,24.92,122.36
1980,22.696583333333333,24.92,122.36
1981,22.429416666666665,24.92,122.36
1982,22.467083333333335,24.92,122.36
1983,22.791333333333334,24.92,122.36
1984,22.204083333333333,24.92,122.36
1985,22.452166666666667,24.92,122.36
1986,22.125833333333333,24.92,122.36
1987,22.787083333333335,24.92,122.36
1988,22.678333333333335,24.92,122.36
1989,22.4985,24.92,122.36
1990,22.80825,24.92,122.36
1991,22.9095,24.92,122.36
1992,22.393083333333333,24.92,122.36
1993,22.766583333333333,24.92,122.36
1994,23.121666666666666,24.92,122.36
1995,22.439416666666666,24.92,122.36
1996,22.667666666666666,24.92,122.36
1997,22.857166666666668,24.92,122.36
1998,23.783916666666666,24.92,122.36
1999,23.036833333333334,24.92,122.36
2000,23.095333333333333,24.92,122.36
2001,23.153416666666665,24.92,122.36
2002,23.44708333333333,24.92,122.36
2003,23.222416666666668,24.92,122.36
2004,22.9305,24.92,122.36
2005,22.78275,24.92,122.36
2006,23.378833333333333,24.92,122.36
2007,23.382416666666668,24.92,122.36
2008,23.020833333333332,24.92,122.36
2009,23.135583333333333,24.92,122.36
2010,23.00241666666667,24.92,122.36
2011,22.551833333333335,24.92,122.36
2012,22.815916666666666,24.92,122.36
2013,23.266166666666667,24.92,122.36
1820,5.7842,37.78,111.86
1821,7.6652499999999995,37.78,111.86
1822,7.666916666666666,37.78,111.86
1823,7.118166666666666,37.78,111.86
1824,8.117833333333333,37.78,111.86
1825,7.888416666666667,37.78,111.86
1826,7.805583333333333,37.78,111.86
1827,8.357166666666666,37.78,111.86
1828,7.578,37.78,111.86
1829,7.406666666666666,37.78,111.86
1830,8.009083333333333,37.78,111.86
1831,6.739583333333334,37.78,111.86
1832,6.882708333333333,37.78,111.86
1833,7.304083333333334,37.78,111.86
1834,7.648,37.78,111.86
1835,6.9511666666666665,37.78,111.86
1836,7.334583333333334,37.78,111.86
1837,7.123833333333333,37.78,111.86
1838,9.089416666666667,37.78,111.86
1839,6.889333333333333,37.78,111.86
1840,7.3652500000000005,37.78,111.86
1841,6.4662500000000005,37.78,111.86
1842,7.573916666666666,37.78,111.86
1843,7.6457500000000005,37.78,111.86
1844,7.673166666666667,37.78,111.86
1845,7.528,37.78,111.86
1846,8.076416666666667,37.78,111.86
1847,7.904166666666667,37.78,111.86
1848,7.490916666666667,37.78,111.86
1849,7.568,37.78,111.86
1850,7.044333333333333,37.78,111.86
1851,6.850833333333333,37.78,111.86
1852,7.00425,37.78,111.86
1853,7.274166666666667,37.78,111.86
1854,7.793166666666667,37.78,111.86
1855,7.862,37.78,111.86
1856,7.5151666666666666,37.78,111.86
1857,7.4175,37.78,111.86
1858,7.754166666666666,37.78,111.86
1859,7.9584166666666665,37.78,111.86
1860,6.7411666666666665,37.78,111.86
1861,7.084333333333333,37.78,111.86
